Fish Species,Season,Water Temp,Water Clarity,Weather,Time of Day,Waterbody Type,Best Baits (Retrieve Styles),Recommended Bait Colors,Where to Fish,Target Depth
Largemouth Bass,Summer,Hot (85-90F+),Clear,Cloudy,Evening,Lake,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Grass mats & Shaded shallow cover,1-3 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,Windy,Morning,Lake,Spinnerbait (medium retrieve) & Fluke (pause-twitch),White/chartreuse & White pearl,Wind-blown points & Vegetation seams,2-4 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,Windy,Afternoon,Lake,Crankbait (deep diving) & Texas-rigged Worm (drag),Sexy shad & Green pumpkin,Main lake ledges & Deep rock piles,12-16 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,Windy,Evening,Lake,Buzzbait (slow retrieve) & Fluke (jerk-twitch),Black & White,Flooded brush & Wind-blown cover,1-3 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,Rainy,Morning,Lake,Fluke (pause-twitch) & Popper (pause-pause),White pearl & White,Fry zones & Docks,1-3 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,Rainy,Afternoon,Lake,Flutter Spoon (vertical) & Carolina-rigged Worm (drag),Chrome & Watermelon red,Deep brush & Thermocline drop-offs,14-20 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,Rainy,Evening,Lake,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Shallow grass & Creek arm transitions,1-3 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,After Rain,Morning,Lake,Topwater Walking Bait (walk-the-dog) & Fluke (pause-twitch),White & Ghost shad,Flooded flats & Fry zones,1-4 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,After Rain,Afternoon,Lake,Texas-rigged Worm (lift-drop) & Deep Crankbait (14�18 ft),Green pumpkin & Sexy shad,Timber edges & Offshore humps,10-16 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,After Rain,Evening,Lake,Buzzbait (slow retrieve) & Fluke (pause-twitch),Black & White,Flooded brush & Shady backwater seams,1-3 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,Sunny,Morning,Lake,Spinnerbait (slow roll) & Fluke (pause-twitch),Chartreuse/white & White pearl,Shallow edges & Fry cover,1-4 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,Sunny,Afternoon,Lake,Crankbait (deep diving) & Texas-rigged Craw (drag),Fire craw & Junebug,Deeper brush piles & Rock lines,12-16 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,Sunny,Evening,Lake,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Flooded grass flats & Shady seams,1-3 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,Cloudy,Morning,Lake,Popper (pause-pause) & Fluke (pause-twitch),White & Ghost shad,Fry cover & Brush seams,1-3 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,Cloudy,Afternoon,Lake,Chatterbait (medium retrieve) & Swim Jig (slow retrieve),Fire craw & Green pumpkin,Shallow brush & Wind-blown ledges,4-8 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,Cloudy,Evening,Lake,Buzzbait (slow retrieve) & Fluke (jerk-twitch),Black & White,Flooded brush seams & Vegetation lines,1-3 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,Windy,Morning,Lake,Spinnerbait (slow roll) & Fluke (pause-twitch),Chartreuse/white & White pearl,Wind-blown banks & Fry lines,1-3 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,Windy,Afternoon,Lake,Crankbait (deep diving) & Carolina-rigged Lizard (slow drag),Sexy shad & Watermelon seed,Deeper ledges & Offshore humps,14-18 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,Windy,Evening,Lake,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Flooded grass beds & Wind-blown seams,1-3 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,Rainy,Morning,Lake,Drop Shot Worm (hover) & Fluke (pause-twitch),Green pumpkin & White pearl,Grass edges & Shady docks,2-4 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,Rainy,Afternoon,Lake,Flutter Spoon (vertical) & Texas-rigged Worm (drag),Chrome & Junebug,Deep brush piles & Rock transitions,14-18 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,Rainy,Evening,Lake,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Flooded backwater seams & Fry edges,1-3 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,After Rain,Morning,Lake,Fluke (twitch-pause) & Spinnerbait (slow roll),White pearl & Chartreuse/white,Brush seams & Fry pockets,2-4 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,After Rain,Afternoon,Lake,Crankbait (medium diving) & Texas-rigged Craw (lift-drop),Fire craw & Junebug,Rocky transitions & Mid-depth brush,8-12 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,After Rain,Evening,Lake,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Flooded mats & Grass lines,1-3 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,Sunny,Morning,River,Fluke (pause-twitch) & Topwater Walking Bait (walk-the-dog),White pearl & Ghost shad,Shallow eddies & Rocky seams,1-4 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,Sunny,Afternoon,River,Texas-rigged Worm (drag) & Spinnerbait (slow roll),Green pumpkin & White/chartreuse,Current breaks & Flooded brush,4-6 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,Sunny,Evening,River,Buzzbait (slow retrieve) & Fluke (jerk-pause),Black & White,Flooded grass & Fry edges,1-3 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,Cloudy,Morning,River,Popper (pause-pause) & Fluke (pause-twitch),White & Pearl,Fry pockets & Eddies,1-3 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,Cloudy,Afternoon,River,Swim Jig (slow retrieve) & Texas-rigged Craw (lift-drop),Green pumpkin & Junebug,Flooded timber & Brushy seams,3-5 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,Cloudy,Evening,River,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Backwater cover & Grass mats,1-3 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,Windy,Morning,River,Lipless Crankbait (yo-yo retrieve) & Fluke (pause-twitch),Red craw & White pearl,Wind-blown seams & Shallow pockets,2-4 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,Windy,Afternoon,River,Chatterbait (slow retrieve) & Texas-rigged Worm (drag),Fire craw & Green pumpkin,Windy breaks & Flooded timber,3-6 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,Windy,Evening,River,Buzzbait (slow retrieve) & Fluke (pause-twitch),Black & White,Flooded mats & Shaded brush,1-3 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,Rainy,Morning,River,Drop Shot Worm (hover) & Fluke (pause-twitch),Green pumpkin & White pearl,Shady seams & Fry zones,2-4 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,Rainy,Afternoon,River,Spinnerbait (slow roll) & Swim Jig (slow retrieve),White/chartreuse & Green pumpkin,Backwater timber & Eddies,3-5 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,Rainy,Evening,River,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Slackwater brush & Flooded seams,1-3 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,After Rain,Morning,River,Fluke (jerk-pause) & Spinnerbait (slow roll),White & Chartreuse/white,Eddies & Grass edges,2-4 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,After Rain,Afternoon,River,Chatterbait (slow retrieve) & Texas-rigged Craw (drag),Fire craw & Junebug,Brush seams & Wood cover,3-5 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,After Rain,Evening,River,Buzzbait (slow retrieve) & Fluke (pause-twitch),Black & White,Flooded grass & Shade lines,1-3 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,Sunny,Morning,River,Spinnerbait (slow roll) & Fluke (pause-twitch),Chartreuse/white & White pearl,Shady seams & Current breaks,2-4 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,Sunny,Afternoon,River,Crankbait (medium diving) & Texas-rigged Craw (drag),Sexy shad & Junebug,Timber lines & Grass transitions,4-6 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,Sunny,Evening,River,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Vegetation seams & Shallow breaks,1-3 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,Cloudy,Morning,River,Topwater Walking Bait (walk-the-dog) & Fluke (pause-twitch),White & Ghost shad,Fry zones & Grass seams,1-3 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,Cloudy,Afternoon,River,Chatterbait (medium retrieve) & Texas-rigged Craw (drag),Fire craw & Junebug,Flooded wood & Mid-depth cover,3-5 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,Cloudy,Evening,River,Buzzbait (slow retrieve) & Fluke (jerk-pause),Black & White,Flooded brush & Grass edges,1-3 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,Windy,Morning,River,Lipless Crankbait (yo-yo retrieve) & Spinnerbait (slow roll),Red craw & Chartreuse/white,Wind-blown seams & Rock lines,3-5 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,Windy,Afternoon,River,Swim Jig (slow retrieve) & Texas-rigged Worm (drag),Green pumpkin & Junebug,Flooded cover & Windy breaks,3-5 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,Windy,Evening,River,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Flooded brush & Vegetation edges,1-3 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,Rainy,Morning,River,Drop Shot Worm (hover) & Fluke (pause-twitch),Green pumpkin & White pearl,Shallow seams & Grass pockets,2-4 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,Rainy,Afternoon,River,Crankbait (medium diving) & Chatterbait (slow retrieve),Fire craw & Green pumpkin,Flooded brush & Creek seams,3-5 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,Rainy,Evening,River,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Backwater fry zones & Grass edges,1-3 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,After Rain,Morning,River,Fluke (twitch-pause) & Spinnerbait (slow roll),White pearl & Chartreuse/white,Flooded cover & Shaded points,2-4 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,After Rain,Afternoon,River,Texas-rigged Craw (drag) & Chatterbait (slow retrieve),Junebug & Fire craw,Flooded wood seams & Shallow grass,3-5 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,After Rain,Evening,River,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Grass mats & Fry edges,1-3 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,Sunny,Morning,Pond,Topwater Popper (pause-pause) & Fluke (twitch-pause),White & Ghost shad,Shallow grass points & Fry edges,1-3 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,Sunny,Afternoon,Pond,Texas-rigged Worm (drag) & Spinnerbait (slow roll),Green pumpkin & White/chartreuse,Brushy banks & Shade lines,3-5 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,Sunny,Evening,Pond,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Grass mats & Shallow cover,1-3 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,Cloudy,Morning,Pond,Fluke (twitch-pause) & Wacky Rigged Senko (deadstick),White pearl & Watermelon red,Vegetation seams & Fry zones,1-3 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,Cloudy,Afternoon,Pond,Swim Jig (slow retrieve) & Texas-rigged Craw (lift-drop),Green pumpkin & Junebug,Timber seams & Flooded brush,3-5 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,Cloudy,Evening,Pond,Buzzbait (slow retrieve) & Fluke (pause-twitch),Black & White,Shaded flats & Flooded grass,1-3 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,Windy,Morning,Pond,Lipless Crankbait (yo-yo retrieve) & Fluke (pause-twitch),Red craw & White pearl,Wind-blown cover & Vegetation lines,2-4 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,Windy,Afternoon,Pond,Chatterbait (slow retrieve) & Spinnerbait (slow roll),Fire craw & Chartreuse/white,Flooded corners & Dropoffs,3-5 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,Windy,Evening,Pond,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Flooded seams & Fry pockets,1-3 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,Rainy,Morning,Pond,Drop Shot Worm (hover) & Fluke (pause-twitch),Green pumpkin & White pearl,Shady pockets & Brush lines,2-4 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,Rainy,Afternoon,Pond,Spinnerbait (slow roll) & Texas-rigged Craw (drag),White/chartreuse & Junebug,Flooded grass & Transition edges,3-5 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,Rainy,Evening,Pond,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Shallow mats & Vegetation seams,1-3 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,After Rain,Morning,Pond,Fluke (pause-twitch) & Swim Jig (slow retrieve),White & Green pumpkin,Brushy seams & Shady grass,2-4 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,After Rain,Afternoon,Pond,Texas-rigged Craw (drag) & Spinnerbait (slow roll),Junebug & Chartreuse/white,Timber edges & Grass beds,3-5 feet
Largemouth Bass,Summer,Hot (85-90F+),Clear,After Rain,Evening,Pond,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Flooded grass lines & Fry cover,1-3 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,Sunny,Morning,Pond,Spinnerbait (slow roll) & Fluke (pause-twitch),Chartreuse/white & White pearl,Fry pockets & Shaded flats,2-4 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,Sunny,Afternoon,Pond,Crankbait (shallow) & Texas-rigged Craw (drag),Fire craw & Junebug,Flooded brush & Dropoffs,3-5 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,Sunny,Evening,Pond,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Flooded grass & Backwater pockets,1-3 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,Cloudy,Morning,Pond,Topwater Walking Bait (walk-the-dog) & Fluke (pause-twitch),White & Ghost shad,Fry zones & Shallow grass seams,1-3 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,Cloudy,Afternoon,Pond,Chatterbait (slow retrieve) & Texas-rigged Craw (lift-drop),Fire craw & Junebug,Shaded timber & Brush lines,3-5 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,Cloudy,Evening,Pond,Buzzbait (slow retrieve) & Fluke (twitch-pause),Black & White,Flooded mats & Backwater seams,1-3 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,Windy,Morning,Pond,Lipless Crankbait (yo-yo retrieve) & Spinnerbait (slow roll),Red craw & Chartreuse/black,Windy flats & Grass edges,2-4 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,Windy,Afternoon,Pond,Swim Jig (slow retrieve) & Chatterbait (slow retrieve),Green pumpkin & Fire craw,Wind-blown brush lines & Grass mats,3-5 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,Windy,Evening,Pond,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Shallow flooded edges & Vegetation lines,1-3 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,Rainy,Morning,Pond,Drop Shot Worm (hover) & Fluke (pause-twitch),Green pumpkin & White pearl,Fry cover & Shady brush,2-4 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,Rainy,Afternoon,Pond,Spinnerbait (slow roll) & Texas-rigged Craw (drag),Chartreuse/white & Junebug,Brushy transitions & Flooded cover,3-5 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,Rainy,Evening,Pond,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Grass mats & Fry zones,1-3 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,After Rain,Morning,Pond,Fluke (twitch-pause) & Swim Jig (slow retrieve),White pearl & Green pumpkin,Brush seams & Backwater flats,2-4 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,After Rain,Afternoon,Pond,Chatterbait (slow retrieve) & Texas-rigged Craw (drag),Fire craw & Junebug,Flooded grass beds & Shaded edges,3-5 feet
Largemouth Bass,Summer,Hot (85-90F+),Stained,After Rain,Evening,Pond,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Grass mats & Fry lines,1-3 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Sunny,Morning,Lake,Buzzbait (slow retrieve) & Spinnerbait (slow roll),Black & Chartreuse/white,Shady grass edges & Flooded brush,1-4 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Sunny,Afternoon,Lake,Chatterbait (slow retrieve) & Texas-rigged Craw (drag),Fire craw & Black/blue,Timber edges & Muddy banks,3-5 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Sunny,Evening,Lake,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Junebug,Flooded vegetation & Grass lines,1-3 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Cloudy,Morning,Lake,Topwater Popper (pause-twitch) & Fluke (pause-twitch),Black & White,Flooded grass & Brushy edges,1-3 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Cloudy,Afternoon,Lake,Crankbait (medium diving) & Swim Jig (slow retrieve),Fire craw & Green pumpkin,Mid-depth brush & Muddy transitions,4-6 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Cloudy,Evening,Lake,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Vegetation mats & Shallow back pockets,1-3 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Windy,Morning,Lake,Spinnerbait (Colorado blade slow roll) & Fluke (pause-twitch),Chartreuse/black & White pearl,Wind-blown banks & Grass lines,2-4 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Windy,Afternoon,Lake,Chatterbait (medium retrieve) & Swim Jig (slow retrieve),Fire craw & Green pumpkin,Windy brush seams & Shallow timber,3-5 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Windy,Evening,Lake,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Windy pockets & Flooded cover,1-3 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Rainy,Morning,Lake,Drop Shot Worm (hover) & Fluke (pause-twitch),Green pumpkin & White pearl,Shallow stumps & Flooded cover,2-4 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Rainy,Afternoon,Lake,Spinnerbait (slow roll) & Texas-rigged Craw (drag),White/chartreuse & Junebug,Backwater brush & Vegetation lines,3-5 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Rainy,Evening,Lake,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Shallow flats & Muddy coves,1-3 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,After Rain,Morning,Lake,Fluke (pause-twitch) & Spinnerbait (slow roll),White & Chartreuse/white,Flooded banks & Shady seams,2-4 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,After Rain,Afternoon,Lake,Chatterbait (slow retrieve) & Texas-rigged Craw (drag),Fire craw & Black/blue,Brushy transitions & Creek arms,3-5 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,After Rain,Evening,Lake,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Junebug,Flooded cover & Muddy flats,1-3 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Sunny,Morning,Lake,Topwater Walking Bait (walk-the-dog) & Fluke (pause-twitch),Black & Ghost shad,Grass mats & Channel seams,1-3 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Sunny,Afternoon,Lake,Crankbait (shallow) & Swim Jig (slow retrieve),Fire craw & Green pumpkin,Shallow laydowns & Muddy shorelines,3-5 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Sunny,Evening,Lake,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Shaded brush & Shallow grass,1-3 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Cloudy,Morning,Lake,Popper (pause-pause) & Fluke (twitch-pause),White & Bubblegum,Flooded vegetation seams & Shady docks,1-3 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Cloudy,Afternoon,Lake,Texas-rigged Craw (drag) & Spinnerbait (slow roll),Black/blue & Chartreuse/white,Timber seams & Grass pockets,3-5 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Cloudy,Evening,Lake,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Flooded mats & Backwater seams,1-3 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Windy,Morning,Lake,Spinnerbait (slow roll) & Fluke (pause-twitch),Chartreuse/white & White,Flooded brush & Windy grass flats,2-4 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Windy,Afternoon,Lake,Chatterbait (slow retrieve) & Texas-rigged Craw (drag),Fire craw & Junebug,Wind-blown wood & Mid-depth transitions,3-5 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Windy,Evening,Lake,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Brushy flats & Grass mats,1-3 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Rainy,Morning,Lake,Fluke (pause-twitch) & Spinnerbait (slow roll),White pearl & Chartreuse/white,Shallow brush & Fry zones,2-4 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Rainy,Afternoon,Lake,Crankbait (shallow) & Texas-rigged Craw (drag),Fire craw & Junebug,Vegetation seams & Channel drops,3-5 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Rainy,Evening,Lake,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Shady cover & Backwater seams,1-3 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,After Rain,Morning,Lake,Topwater Walking Bait (walk-the-dog) & Fluke (pause-twitch),White & Chartreuse/black,Flooded brush seams & Grass edges,1-4 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,After Rain,Afternoon,Lake,Chatterbait (slow retrieve) & Texas-rigged Craw (drag),Fire craw & Black/blue,Flooded wood & Grass pockets,3-5 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,After Rain,Evening,Lake,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Muddy transitions & Fry lines,1-3 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Sunny,Morning,River,Buzzbait (slow retrieve) & Spinnerbait (slow roll),Black & Chartreuse/white,Shallow eddies & Flooded brush,1-4 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Sunny,Afternoon,River,Chatterbait (slow retrieve) & Texas-rigged Craw (drag),Fire craw & Black/blue,Current breaks & Muddy seams,3-5 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Sunny,Evening,River,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Junebug,Slackwater edges & Fry pockets,1-3 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Cloudy,Morning,River,Topwater Popper (pause-pause) & Fluke (pause-twitch),Black & White,Flooded corners & Vegetation lines,1-3 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Cloudy,Afternoon,River,Crankbait (medium diving) & Swim Jig (slow retrieve),Fire craw & Green pumpkin,Mid-depth seams & Brush piles,3-6 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Cloudy,Evening,River,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Vegetation mats & Shaded seams,1-3 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Windy,Morning,River,Spinnerbait (Colorado blade slow roll) & Fluke (pause-twitch),Chartreuse/black & White pearl,Wind-blown brush & Eddy edges,2-4 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Windy,Afternoon,River,Chatterbait (medium retrieve) & Swim Jig (slow retrieve),Fire craw & Green pumpkin,Wind-blown seams & Vegetation cover,3-5 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Windy,Evening,River,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Flooded backwater & Fry zones,1-3 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Rainy,Morning,River,Drop Shot Worm (hover) & Fluke (pause-twitch),Green pumpkin & White pearl,Brushy transitions & Channel edges,2-4 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Rainy,Afternoon,River,Spinnerbait (slow roll) & Texas-rigged Craw (drag),White/chartreuse & Junebug,Backwater timber & Flooded wood,3-5 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Rainy,Evening,River,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Slackwater seams & Fry edges,1-3 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,After Rain,Morning,River,Fluke (pause-twitch) & Spinnerbait (slow roll),White & Chartreuse/white,Grass seams & Timber lines,2-4 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,After Rain,Afternoon,River,Chatterbait (slow retrieve) & Texas-rigged Craw (drag),Fire craw & Black/blue,Flooded cover & Eddies,3-5 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,After Rain,Evening,River,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Junebug,Shady seams & Grass mats,1-3 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Sunny,Morning,River,Topwater Walking Bait (walk-the-dog) & Fluke (pause-twitch),Black & Ghost shad,Flooded grass & Shallow breaks,1-4 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Sunny,Afternoon,River,Crankbait (shallow) & Swim Jig (slow retrieve),Fire craw & Green pumpkin,Shallow cover & Log jams,3-5 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Sunny,Evening,River,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Shady grass lines & Seams,1-3 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Cloudy,Morning,River,Popper (pause-pause) & Fluke (twitch-pause),White & Bubblegum,Fry zones & Eddies,1-3 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Cloudy,Afternoon,River,Texas-rigged Craw (drag) & Spinnerbait (slow roll),Black/blue & Chartreuse/white,Timber lines & Channel swings,3-5 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Cloudy,Evening,River,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Flooded mats & Current breaks,1-3 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Windy,Morning,River,Spinnerbait (slow roll) & Fluke (pause-twitch),Chartreuse/white & White,Windy seams & Rock banks,2-4 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Windy,Afternoon,River,Chatterbait (slow retrieve) & Texas-rigged Craw (drag),Fire craw & Junebug,Flooded brush & Gravel edges,3-5 feet
Largemouth Bass,Summer,Warm (75-85F),Murky,Windy,Evening,River,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Flooded grass flats & Creek mouths,1-3 feet
