Fish Species,Season,Water Temp,Water Clarity,Weather,Time of Day,Waterbody Type,Best Baits (Retrieve Styles),Recommended Bait Colors,Where to Fish,Target Depth
Crappie,Early Summer,Very Hot (79-81F),Clear,Cloudy,Morning,River,Tube jig (lift-drop) & Marabou jig (glide),Chartreuse & Glow & White & Blue,Back eddies & Sandy cuts,7-10 feet
Crappie,Early Summer,Very Hot (79-81F),Clear,Cloudy,Afternoon,River,Swimbait (pause-hop) & Grub jig (drag-roll),Shad & Glow & Chartreuse & Silver,Eroded banks & Ledge transitions,8-11 feet
Crappie,Early Summer,Very Hot (79-81F),Clear,Cloudy,Evening,River,Inline spinner (steady) & Hair jig (hover-lift),White & Blue & Glow & Pink,Shaded creek openings,6-9 feet
Crappie,Early Summer,Very Hot (79-81F),Clear,Windy,Morning,River,Tiny tube jig (roll-glide) & Jig/minnow combo (pause),Chartreuse & Glow & Natural & White,Brushy flat banks & Tree shadows,7-10 feet
Crappie,Early Summer,Very Hot (79-81F),Clear,Windy,Afternoon,River,Hair jig (hover-lift) & Swimbait (drag-pause),Silver & Glow & Blue ice & Chartreuse,Timber-covered seams,8-11 feet
Crappie,Early Summer,Very Hot (79-81F),Clear,Windy,Evening,River,Vertical jig (lift-drag) & Tube jig (roll),Pearl & Glow & Chartreuse & Blue,Narrow chutes & Root dips,6-9 feet
Crappie,Early Summer,Very Hot (79-81F),Clear,Rainy,Morning,River,Swimbait (roll-hop) & Hair jig (pause),Chartreuse & White & Glow & Pink,Timber flats & Undercuts,7-10 feet
Crappie,Early Summer,Very Hot (79-81F),Clear,Rainy,Afternoon,River,Tube jig (pulse-drag) & Grub jig (hover),Blue ice & Glow & Chartreuse & White,Eddy sides & Debris piles,8-11 feet
Crappie,Early Summer,Very Hot (79-81F),Clear,Rainy,Evening,River,Jig/minnow combo (lift-drop) & Marabou jig (glide),Natural & Glow & White & Orange,Sandy point turns,6-9 feet
Crappie,Early Summer,Very Hot (79-81F),Clear,After Rain,Morning,River,Inline spinner (tap-roll) & Swimbait (pause),Silver & Glow & Chartreuse & White,Cutbanks & Ledge drifts,7-10 feet
Crappie,Early Summer,Very Hot (79-81F),Clear,After Rain,Afternoon,River,Hair jig (hover-pause) & Tube jig (lift-drag),Chartreuse & Glow & Pink & White,Eroded edges & Gravel runs,8-11 feet
Crappie,Early Summer,Very Hot (79-81F),Clear,After Rain,Evening,River,Swimbait (steady roll) & Grub jig (glide-drop),Blue & Glow & Chartreuse & Silver,Near channel shelf roots,6-9 feet
Crappie,Early Summer,Hot (76-78F),Stained,Sunny,Morning,River,Swimbait (pause-roll) & Hair jig (glide-drop),Chartreuse & Orange & Glow & White,Brushy eddies & Cutbank edges,6-10 feet
Crappie,Early Summer,Hot (76-78F),Stained,Sunny,Afternoon,River,Tube jig (lift-drag) & Jig/minnow combo (hover),Electric chicken & Glow & White & Chartreuse,Logjams & Channel dips,8-11 feet
Crappie,Early Summer,Hot (76-78F),Stained,Sunny,Evening,River,Inline spinner (steady) & Curl tail grub (hop),Firetiger & Chartreuse & Pink & Glow,Eddy drop zones & Brush flats,6-9 feet
Crappie,Early Summer,Hot (76-78F),Stained,Cloudy,Morning,River,Hair jig (pause-glide) & Swimbait (slow roll),Chartreuse & Blue & Glow & White,Current seams & Gravel transitions,7-10 feet
Crappie,Early Summer,Hot (76-78F),Stained,Cloudy,Afternoon,River,Vertical jig (lift-hop) & Marabou jig (pulse),Chartreuse & Orange & Glow & Silver,Creek mouths & Root ledges,8-11 feet
Crappie,Early Summer,Hot (76-78F),Stained,Cloudy,Evening,River,Grub jig (lift-pause) & Tube jig (tap-roll),Firetiger & White & Glow & Blue,Brushy channel flats & Undercuts,6-9 feet
Crappie,Early Summer,Hot (76-78F),Stained,Windy,Morning,River,Swimbait (roll-lift) & Hair jig (pause),Chartreuse & Glow & Pink & Orange,Flooded timber & Steep bank corners,7-10 feet
Crappie,Early Summer,Hot (76-78F),Stained,Windy,Afternoon,River,Tube jig (hover-drag) & Jig/minnow combo (lift),Firetiger & Blue & Glow & Chartreuse,Current breaks near timber piles,8-11 feet
Crappie,Early Summer,Hot (76-78F),Stained,Windy,Evening,River,Inline spinner (roll) & Curl tail grub (pulse),Chartreuse & Orange & Glow & White,Side channels & Tree-lined ledges,6-9 feet
Crappie,Early Summer,Hot (76-78F),Stained,Rainy,Morning,River,Hair jig (glide-pause) & Swimbait (hop-drag),Electric chicken & Glow & White & Chartreuse,Slick banks & Creek inflows,7-10 feet
Crappie,Early Summer,Hot (76-78F),Stained,Rainy,Afternoon,River,Tiny tube jig (drag-lift) & Grub jig (roll),Chartreuse & Pink & Glow & White,Downstream shelves & Brushy seams,8-11 feet
Crappie,Early Summer,Hot (76-78F),Stained,Rainy,Evening,River,Vertical jig (pause-tap) & Jig/minnow combo (glide),Chartreuse & White & Glow & Orange,Silt edges & Channel turns,6-9 feet
Crappie,Early Summer,Hot (76-78F),Stained,After Rain,Morning,River,Swimbait (steady roll) & Hair jig (hover-drop),Chartreuse & Glow & Pink & Blue,Grassy shoals & Cut-throughs,7-10 feet
Crappie,Early Summer,Hot (76-78F),Stained,After Rain,Afternoon,River,Tube jig (pause-glide) & Curl tail grub (hop),Firetiger & Glow & White & Silver,Backwater edges & Rock breaks,8-11 feet
Crappie,Early Summer,Hot (76-78F),Stained,After Rain,Evening,River,Jig/minnow combo (pause-lift) & Inline spinner (roll),Chartreuse & Orange & Glow & White,Sloped timber & Debris trails,6-9 feet
Crappie,Early Summer,Very Hot (79-81F),Stained,Sunny,Morning,River,Swimbait (glide-hop) & Marabou jig (pulse),Electric chicken & Glow & Chartreuse & Pink,Eddy points & Shady brush lines,7-10 feet
Crappie,Early Summer,Very Hot (79-81F),Stained,Sunny,Afternoon,River,Hair jig (pause-drag) & Tube jig (lift-hop),Chartreuse & Orange & Glow & White,Rock-lined banks & Cutbank humps,8-11 feet
Crappie,Early Summer,Very Hot (79-81F),Stained,Sunny,Evening,River,Grub jig (slow roll) & Inline spinner (tap-glide),Chartreuse & Glow & Blue & Pink,Timber piles & Current cushions,6-9 feet
Crappie,Early Summer,Very Hot (79-81F),Stained,Cloudy,Morning,River,Tube jig (hover-hop) & Hair jig (pause),Firetiger & Glow & Chartreuse & White,Near grass edges & Midriver roots,7-10 feet
Crappie,Early Summer,Very Hot (79-81F),Stained,Cloudy,Afternoon,River,Jig/minnow combo (hover-glide) & Swimbait (drag),Chartreuse & Blue & Glow & Silver,Brushy drop zones & Channel seams,8-11 feet
Crappie,Early Summer,Very Hot (79-81F),Stained,Cloudy,Evening,River,Vertical jig (tap-drop) & Marabou jig (roll),Chartreuse & White & Glow & Pink,Shaded runs & Root tangles,6-9 feet
Crappie,Early Summer,Very Hot (79-81F),Stained,Windy,Morning,River,Swimbait (drag-lift) & Grub jig (pause-roll),Firetiger & Glow & Chartreuse & White,Timber walls & Bluff pockets,7-10 feet
Crappie,Early Summer,Very Hot (79-81F),Stained,Windy,Afternoon,River,Hair jig (hover-drag) & Tube jig (glide),Chartreuse & Pink & Glow & Orange,Slick eddies & Flooded cuts,8-11 feet
Crappie,Early Summer,Very Hot (79-81F),Stained,Windy,Evening,River,Inline spinner (roll-hop) & Swimbait (pause),Chartreuse & White & Glow & Firetiger,Near mid-channel breaks,6-9 feet
Crappie,Early Summer,Very Hot (79-81F),Stained,Rainy,Morning,River,Tube jig (pause-tap) & Jig/minnow combo (hover),Chartreuse & Orange & Glow & White,Silty drop-offs & Timber mouths,7-10 feet
Crappie,Early Summer,Very Hot (79-81F),Stained,Rainy,Afternoon,River,Swimbait (roll-glide) & Hair jig (drag),Firetiger & Glow & Blue & Pink,Rock shelves & Brush humps,8-11 feet
Crappie,Early Summer,Very Hot (79-81F),Stained,Rainy,Evening,River,Vertical jig (hover-pause) & Grub jig (tap-lift),Chartreuse & White & Glow & Blue,Brushy downstream pockets,6-9 feet
Crappie,Early Summer,Very Hot (79-81F),Stained,After Rain,Morning,River,Hair jig (lift-drag) & Curl tail grub (roll),Electric chicken & Glow & Chartreuse & Silver,Root-wad flats & Weedy turns,7-10 feet
Crappie,Early Summer,Very Hot (79-81F),Stained,After Rain,Afternoon,River,Tiny tube jig (pause-roll) & Swimbait (hop),Chartreuse & Blue & Glow & White,Muddy point drops & Brush ridges,8-11 feet
Crappie,Early Summer,Very Hot (79-81F),Stained,After Rain,Evening,River,Jig/minnow combo (lift-drop) & Hair jig (hover),Chartreuse & Pink & Glow & Silver,Undercut brush lines,6-9 feet
Crappie,Early Summer,Hot (76-78F),Murky,Sunny,Morning,River,Swimbait (pause-roll) & Hair jig (drag-lift),Chartreuse & Orange & Glow & White,Muddy channel edges & Shallow eddies,6-10 feet
Crappie,Early Summer,Hot (76-78F),Murky,Sunny,Afternoon,River,Tube jig (lift-drag) & Jig/minnow combo (hover),Electric chicken & Glow & White & Chartreuse,Flooded timber & Rooted shelves,8-11 feet
Crappie,Early Summer,Hot (76-78F),Murky,Sunny,Evening,River,Inline spinner (steady) & Curl tail grub (hop),Firetiger & Chartreuse & Pink & Glow,Brushy point breaks & Log jams,6-9 feet
Crappie,Early Summer,Hot (76-78F),Murky,Cloudy,Morning,River,Hair jig (pause-glide) & Swimbait (slow roll),Chartreuse & Blue & Glow & White,Shaded backwaters & Channel bends,7-10 feet
Crappie,Early Summer,Hot (76-78F),Murky,Cloudy,Afternoon,River,Vertical jig (lift-hop) & Marabou jig (pulse),Chartreuse & Orange & Glow & Silver,Creek mouths & Soft drop zones,8-11 feet
Crappie,Early Summer,Hot (76-78F),Murky,Cloudy,Evening,River,Grub jig (lift-pause) & Tube jig (tap-roll),Firetiger & White & Glow & Blue,Shallow flats near timber edges,6-9 feet
Crappie,Early Summer,Hot (76-78F),Murky,Windy,Morning,River,Swimbait (roll-lift) & Hair jig (pause),Chartreuse & Glow & Pink & Orange,Eroded banks & Downed trees,7-10 feet
Crappie,Early Summer,Hot (76-78F),Murky,Windy,Afternoon,River,Tube jig (hover-drag) & Jig/minnow combo (lift),Firetiger & Blue & Glow & Chartreuse,Brush piles near deep seams,8-11 feet
Crappie,Early Summer,Hot (76-78F),Murky,Windy,Evening,River,Inline spinner (roll) & Curl tail grub (pulse),Chartreuse & Orange & Glow & White,Narrow creek channels & Mud ridges,6-9 feet
Crappie,Early Summer,Hot (76-78F),Murky,Rainy,Morning,River,Hair jig (glide-pause) & Swimbait (hop-drag),Electric chicken & Glow & White & Chartreuse,Silty eddies & Grass ledges,7-10 feet
Crappie,Early Summer,Hot (76-78F),Murky,Rainy,Afternoon,River,Tiny tube jig (drag-lift) & Grub jig (roll),Chartreuse & Pink & Glow & White,Timber mouths & Mud drop-offs,8-11 feet
Crappie,Early Summer,Hot (76-78F),Murky,Rainy,Evening,River,Vertical jig (pause-tap) & Jig/minnow combo (glide),Chartreuse & White & Glow & Orange,Brush edges & Log-strewn shelves,6-9 feet
Crappie,Early Summer,Hot (76-78F),Murky,After Rain,Morning,River,Swimbait (steady roll) & Hair jig (hover-drop),Chartreuse & Glow & Pink & Blue,Backwater cuts & Root beds,7-10 feet
Crappie,Early Summer,Hot (76-78F),Murky,After Rain,Afternoon,River,Tube jig (pause-glide) & Curl tail grub (hop),Firetiger & Glow & White & Silver,Flooded banks & Downstream drift areas,8-11 feet
Crappie,Early Summer,Hot (76-78F),Murky,After Rain,Evening,River,Jig/minnow combo (pause-lift) & Inline spinner (roll),Chartreuse & Orange & Glow & White,Eroded shorelines & Flat drop-ins,6-9 feet
Crappie,Early Summer,Very Hot (79-81F),Murky,Sunny,Morning,River,Swimbait (glide-hop) & Marabou jig (pulse),Electric chicken & Glow & Chartreuse & Pink,Timber-lined current edges,7-10 feet
Crappie,Early Summer,Very Hot (79-81F),Murky,Sunny,Afternoon,River,Hair jig (pause-drag) & Tube jig (lift-hop),Chartreuse & Orange & Glow & White,Rocky root channels & Midstream shelves,8-11 feet
Crappie,Early Summer,Very Hot (79-81F),Murky,Sunny,Evening,River,Grub jig (slow roll) & Inline spinner (tap-glide),Chartreuse & Glow & Blue & Pink,Shady log piles & Brushy pockets,6-9 feet
Crappie,Early Summer,Very Hot (79-81F),Murky,Cloudy,Morning,River,Tube jig (hover-hop) & Hair jig (pause),Firetiger & Glow & Chartreuse & White,Eddy drop-offs & Grass wall bends,7-10 feet
Crappie,Early Summer,Very Hot (79-81F),Murky,Cloudy,Afternoon,River,Jig/minnow combo (hover-glide) & Swimbait (drag),Chartreuse & Blue & Glow & Silver,Muddy coves & Timber forks,8-11 feet
Crappie,Early Summer,Very Hot (79-81F),Murky,Cloudy,Evening,River,Vertical jig (tap-drop) & Marabou jig (roll),Chartreuse & White & Glow & Pink,Deep rootlines & Creek inlets,6-9 feet
Crappie,Early Summer,Very Hot (79-81F),Murky,Windy,Morning,River,Swimbait (drag-lift) & Grub jig (pause-roll),Firetiger & Glow & Chartreuse & White,Wind-sheltered cover zones,7-10 feet
Crappie,Early Summer,Very Hot (79-81F),Murky,Windy,Afternoon,River,Hair jig (hover-drag) & Tube jig (glide),Chartreuse & Pink & Glow & Orange,Sandy bends & Timber trails,8-11 feet
Crappie,Early Summer,Very Hot (79-81F),Murky,Windy,Evening,River,Inline spinner (roll-hop) & Swimbait (pause),Chartreuse & White & Glow & Firetiger,Near flat debris zones,6-9 feet
Crappie,Early Summer,Very Hot (79-81F),Murky,Rainy,Morning,River,Tube jig (pause-tap) & Jig/minnow combo (hover),Chartreuse & Orange & Glow & White,Current slack zones & Timber brush,7-10 feet
Crappie,Early Summer,Very Hot (79-81F),Murky,Rainy,Afternoon,River,Swimbait (roll-glide) & Hair jig (drag),Firetiger & Glow & Blue & Pink,Brushy current cuts,8-11 feet
Crappie,Early Summer,Very Hot (79-81F),Murky,Rainy,Evening,River,Vertical jig (hover-pause) & Grub jig (tap-lift),Chartreuse & White & Glow & Blue,Eroded drop-ins near tree cover,6-9 feet
Crappie,Early Summer,Very Hot (79-81F),Murky,After Rain,Morning,River,Hair jig (lift-drag) & Curl tail grub (roll),Electric chicken & Glow & Chartreuse & Silver,Mud lines & Brush-laden eddies,7-10 feet
Crappie,Early Summer,Very Hot (79-81F),Murky,After Rain,Afternoon,River,Tiny tube jig (pause-roll) & Swimbait (hop),Chartreuse & Blue & Glow & White,Flat coves & Flooded root zones,8-11 feet
Crappie,Early Summer,Very Hot (79-81F),Murky,After Rain,Evening,River,Jig/minnow combo (lift-drop) & Hair jig (hover),Chartreuse & Pink & Glow & Silver,Timber-lined ditch mouths,6-9 feet
Crappie,Late Summer,Warm (66-75F),Clear,Sunny,Morning,Lake,Swimbait (slow roll) & Hair jig (glide-drop),Shad & White & Chartreuse & Blue,Drop-offs near weedlines & Rock transitions,6-10 feet
Crappie,Late Summer,Warm (66-75F),Clear,Sunny,Afternoon,Lake,Tube jig (lift-drag) & Jig/minnow combo (hover),Natural & Blue ice & Glow & White,Deep brush piles & Creek channel edges,8-11 feet
Crappie,Late Summer,Warm (66-75F),Clear,Sunny,Evening,Lake,Inline spinner (steady retrieve) & Curl tail grub (hop),Pearl & Monkey milk & White & Chartreuse,Points with timber & Gravel shelves,6-9 feet
Crappie,Late Summer,Warm (66-75F),Clear,Cloudy,Morning,Lake,Hair jig (pause-roll) & Swimbait (tap-glide),Shad & Glow & Chartreuse & White,Near standing timber & Grass line edges,7-10 feet
Crappie,Late Summer,Warm (66-75F),Clear,Cloudy,Afternoon,Lake,Vertical jig (hover-drop) & Marabou jig (pulse),Silver & Blue & Chartreuse & White,Stump flats & Main channel turns,8-11 feet
Crappie,Late Summer,Warm (66-75F),Clear,Cloudy,Evening,Lake,Grub jig (slow roll) & Tube jig (drag-pause),Natural & White & Chartreuse & Glow,Flooded timber edges & Soft ledges,6-9 feet
Crappie,Late Summer,Warm (66-75F),Clear,Windy,Morning,Lake,Tiny swimbait (roll-lift) & Hair jig (tap-drop),Chartreuse & Shad & White & Pink,Wind-blown rock points & Steep banks,7-10 feet
Crappie,Late Summer,Warm (66-75F),Clear,Windy,Afternoon,Lake,Jig/minnow combo (glide) & Tube jig (pulse-hop),Pearl & Blue ice & Glow & White,Wind-swept ledges & Channel mouths,8-11 feet
Crappie,Late Summer,Warm (66-75F),Clear,Windy,Evening,Lake,Inline spinner (roll) & Grub jig (pause-drag),Shad & Monkey milk & Chartreuse & Glow,Flat points near drop-offs,6-9 feet
Crappie,Late Summer,Warm (66-75F),Clear,Rainy,Morning,Lake,Hair jig (pause-lift) & Swimbait (drag-roll),Natural & Chartreuse & White & Glow,Brushy pockets & Mid-depth grass edges,7-10 feet
Crappie,Late Summer,Warm (66-75F),Clear,Rainy,Afternoon,Lake,Tube jig (hover-pause) & Marabou jig (lift-tap),White & Pink & Blue & Glow,Stump fields & Channel shelf transitions,8-11 feet
Crappie,Late Summer,Warm (66-75F),Clear,Rainy,Evening,Lake,Grub jig (glide-drop) & Jig/minnow combo (steady),Chartreuse & Silver & White & Blue,Gravel runs & Deep grass pockets,6-9 feet
Crappie,Late Summer,Warm (66-75F),Clear,After Rain,Morning,Lake,Swimbait (tap-pause) & Hair jig (hover-drop),Glow & Monkey milk & White & Pink,Shallow flats adjacent to cover,7-10 feet
Crappie,Late Summer,Warm (66-75F),Clear,After Rain,Afternoon,Lake,Tube jig (pause-roll) & Curl tail grub (lift-hop),Pearl & Chartreuse & Blue ice & White,Drainage channels & Shelved cover,8-11 feet
Crappie,Late Summer,Warm (66-75F),Clear,After Rain,Evening,Lake,Jig/minnow combo (glide) & Inline spinner (tap-glide),Silver & Glow & Blue & Chartreuse,Channel breaks & Structure edges,6-9 feet
Crappie,Late Summer,Hot (76-85F),Clear,Sunny,Morning,Lake,Swimbait (roll-hop) & Hair jig (pause-drag),Shad & Chartreuse & Glow & White,Weedline drop-offs & Timber ends,7-10 feet
Crappie,Late Summer,Hot (76-85F),Clear,Sunny,Afternoon,Lake,Tube jig (drag-lift) & Jig/minnow combo (glide),Natural & White & Blue & Chartreuse,Deep channels & Ledge humps,8-11 feet
Crappie,Late Summer,Hot (76-85F),Clear,Sunny,Evening,Lake,Inline spinner (steady roll) & Curl tail grub (glide),Glow & Pearl & White & Pink,Flat shelves with scattered stumps,6-9 feet
Crappie,Late Summer,Hot (76-85F),Clear,Cloudy,Morning,Lake,Hair jig (pause-glide) & Swimbait (drag-hop),Chartreuse & Blue ice & White & Glow,Bank edges near timber clusters,7-10 feet
Crappie,Late Summer,Hot (76-85F),Clear,Cloudy,Afternoon,Lake,Vertical jig (hover-drag) & Marabou jig (glide),White & Chartreuse & Pink & Silver,Mid-depth brush piles & Channel kinks,8-11 feet
Crappie,Late Summer,Hot (76-85F),Clear,Cloudy,Evening,Lake,Grub jig (roll-pause) & Tube jig (lift-drop),Monkey milk & Glow & Chartreuse & White,Gravel bar transitions & Open cover,6-9 feet
Crappie,Late Summer,Hot (76-85F),Clear,Windy,Morning,Lake,Swimbait (pause-hop) & Hair jig (glide-drop),Shad & Glow & White & Pink,Windblown creek mouths & Rock points,7-10 feet
Crappie,Late Summer,Hot (76-85F),Clear,Windy,Afternoon,Lake,Jig/minnow combo (hover-glide) & Tube jig (drag-pulse),Pearl & Glow & Chartreuse & Silver,Tapered channels & Timber humps,8-11 feet
Crappie,Late Summer,Hot (76-85F),Clear,Windy,Evening,Lake,Inline spinner (steady retrieve) & Curl tail grub (drag),Firetiger & White & Glow & Blue,Slick edges near structure lines,6-9 feet
Crappie,Late Summer,Hot (76-85F),Clear,Rainy,Morning,Lake,Hair jig (pause-lift) & Swimbait (tap-drag),Natural & Chartreuse & Pink & White,Flooded grass edges & Tree lines,7-10 feet
Crappie,Late Summer,Hot (76-85F),Clear,Rainy,Afternoon,Lake,Tube jig (pause-glide) & Marabou jig (hover),Glow & Blue ice & White & Silver,Current-facing cover & Deep stump beds,8-11 feet
Crappie,Late Summer,Hot (76-85F),Clear,Rainy,Evening,Lake,Grub jig (lift-hop) & Jig/minnow combo (steady),Chartreuse & Glow & White & Orange,Gently sloped rocky flats,6-9 feet
Crappie,Late Summer,Hot (76-85F),Clear,After Rain,Morning,Lake,Swimbait (roll-drag) & Hair jig (pause-glide),Shad & Glow & Pink & White,Slick brush channels & Shallow breaklines,7-10 feet
Crappie,Late Summer,Hot (76-85F),Clear,After Rain,Afternoon,Lake,Tiny tube jig (drag-hop) & Curl tail grub (pause-roll),Pearl & Chartreuse & Glow & Silver,Brush ledges & Soft slope transitions,8-11 feet
Crappie,Late Summer,Hot (76-85F),Clear,After Rain,Evening,Lake,Jig/minnow combo (lift-drop) & Inline spinner (glide),White & Pink & Glow & Chartreuse,Shelved grass zones & Creek edges,6-9 feet
Crappie,Late Summer,Warm (66-75F),Stained,Sunny,Morning,Lake,Swimbait (roll-pause) & Hair jig (tap-lift),Chartreuse & Glow & Orange & White,Brushy drop-offs & Creek mouth shelves,6-10 feet
Crappie,Late Summer,Warm (66-75F),Stained,Sunny,Afternoon,Lake,Tube jig (hover-roll) & Jig/minnow combo (lift),Firetiger & White & Chartreuse & Glow,Timber flats near channel turns,8-11 feet
Crappie,Late Summer,Warm (66-75F),Stained,Sunny,Evening,Lake,Inline spinner (steady retrieve) & Curl tail grub (hop),Chartreuse & Pink & Glow & Silver,Rocky transition zones & Timber humps,6-9 feet
Crappie,Late Summer,Warm (66-75F),Stained,Cloudy,Morning,Lake,Hair jig (pause-glide) & Swimbait (roll-lift),Orange & Glow & White & Chartreuse,Stump-lined creek arms & Weed edges,7-10 feet
Crappie,Late Summer,Warm (66-75F),Stained,Cloudy,Afternoon,Lake,Vertical jig (glide-hop) & Marabou jig (drag),Electric chicken & White & Glow & Chartreuse,Drainage cuts & Deeper root beds,8-11 feet
Crappie,Late Summer,Warm (66-75F),Stained,Cloudy,Evening,Lake,Grub jig (pause-drag) & Tube jig (tap-roll),Firetiger & Chartreuse & Glow & Pink,Flooded brush & Flat slope breaks,6-9 feet
Crappie,Late Summer,Warm (66-75F),Stained,Windy,Morning,Lake,Swimbait (pause-hop) & Hair jig (hover),Chartreuse & Glow & Blue & Orange,Wind-blown coves & Grass-timber edges,7-10 feet
Crappie,Late Summer,Warm (66-75F),Stained,Windy,Afternoon,Lake,Jig/minnow combo (glide) & Tube jig (drag-lift),White & Glow & Chartreuse & Silver,Shoreline brushlines & Point tips,8-11 feet
Crappie,Late Summer,Warm (66-75F),Stained,Windy,Evening,Lake,Inline spinner (roll-hop) & Curl tail grub (pulse),Firetiger & Pink & Glow & White,Timber breaks & Channel side cover,6-9 feet
Crappie,Late Summer,Warm (66-75F),Stained,Rainy,Morning,Lake,Hair jig (drag-lift) & Swimbait (hover-glide),Electric chicken & Glow & Chartreuse & Silver,Sloped flats near brush,7-10 feet
Crappie,Late Summer,Warm (66-75F),Stained,Rainy,Afternoon,Lake,Tube jig (pause-roll) & Marabou jig (pulse-drop),Chartreuse & Orange & Glow & White,Mid-depth channel bends,8-11 feet
Crappie,Late Summer,Warm (66-75F),Stained,Rainy,Evening,Lake,Grub jig (steady roll) & Jig/minnow combo (glide),Glow & Chartreuse & White & Blue,Timber-dotted gravel points,6-9 feet
Crappie,Late Summer,Warm (66-75F),Stained,After Rain,Morning,Lake,Swimbait (roll-hop) & Hair jig (pause),Chartreuse & Glow & Blue & Pink,Flat shelves near drop lines,7-10 feet
Crappie,Late Summer,Warm (66-75F),Stained,After Rain,Afternoon,Lake,Tube jig (hover-glide) & Curl tail grub (drag-hop),White & Chartreuse & Glow & Orange,Stained current seams & Tree pockets,8-11 feet
Crappie,Late Summer,Warm (66-75F),Stained,After Rain,Evening,Lake,Jig/minnow combo (tap-lift) & Inline spinner (glide-roll),Firetiger & Glow & Pink & White,Shady edges near soft slopes,6-9 feet
Crappie,Late Summer,Hot (76-85F),Stained,Sunny,Morning,Lake,Swimbait (tap-drag) & Hair jig (pause-glide),Glow & Chartreuse & Orange & White,Weedy ledges near brush piles,7-10 feet
Crappie,Late Summer,Hot (76-85F),Stained,Sunny,Afternoon,Lake,Tube jig (lift-hop) & Jig/minnow combo (hover),Electric chicken & Glow & White & Blue,Creek arms & Mid-channel flats,8-11 feet
Crappie,Late Summer,Hot (76-85F),Stained,Sunny,Evening,Lake,Inline spinner (steady roll) & Curl tail grub (drag-hop),Chartreuse & Pink & Glow & Natural,Flooded logs & Open cover zones,6-9 feet
Crappie,Late Summer,Hot (76-85F),Stained,Cloudy,Morning,Lake,Hair jig (pause-drop) & Swimbait (hover-lift),Glow & Chartreuse & White & Orange,Timber-covered slopes & Humps,7-10 feet
Crappie,Late Summer,Hot (76-85F),Stained,Cloudy,Afternoon,Lake,Vertical jig (tap-drag) & Marabou jig (pulse-roll),Chartreuse & Firetiger & Glow & Silver,Weedline tunnels & Timber shelf edges,8-11 feet
Crappie,Late Summer,Hot (76-85F),Stained,Cloudy,Evening,Lake,Grub jig (roll-hop) & Tube jig (glide-pause),Chartreuse & Glow & White & Blue,Bank cuts near brush clumps,6-9 feet
Crappie,Late Summer,Hot (76-85F),Stained,Windy,Morning,Lake,Swimbait (roll-glide) & Hair jig (pause-lift),Chartreuse & Glow & Blue & White,Wind-exposed creek ends,7-10 feet
Crappie,Late Summer,Hot (76-85F),Stained,Windy,Afternoon,Lake,Jig/minnow combo (glide-hop) & Tube jig (pause-roll),Firetiger & Chartreuse & Glow & Silver,Sloped brush zones & Creek banks,8-11 feet
Crappie,Late Summer,Hot (76-85F),Stained,Windy,Evening,Lake,Inline spinner (drag-roll) & Curl tail grub (tap-hop),Chartreuse & Orange & Glow & White,Shoreline flats with timber,6-9 feet
Crappie,Late Summer,Hot (76-85F),Stained,Rainy,Morning,Lake,Hair jig (pause-glide) & Swimbait (roll-pause),Electric chicken & Glow & White & Chartreuse,Rocky ledge edges & Drop channel tips,7-10 feet
Crappie,Late Summer,Hot (76-85F),Stained,Rainy,Afternoon,Lake,Tube jig (drag-lift) & Marabou jig (pulse-drag),Chartreuse & Orange & Glow & Silver,Main channel depressions & Wood cover,8-11 feet
Crappie,Late Summer,Hot (76-85F),Stained,Rainy,Evening,Lake,Grub jig (tap-glide) & Jig/minnow combo (steady),Glow & White & Blue & Chartreuse,Flat creek pockets & Point ends,6-9 feet
Crappie,Late Summer,Hot (76-85F),Stained,After Rain,Morning,Lake,Swimbait (hover-drop) & Hair jig (glide-hop),Shad & Chartreuse & Glow & Pink,Mud-silt mix flats with logs,7-10 feet
Crappie,Late Summer,Hot (76-85F),Stained,After Rain,Afternoon,Lake,Tiny tube jig (tap-lift) & Curl tail grub (pause-drag),Firetiger & Glow & White & Blue,Scattered stump areas & Flat channels,8-11 feet
Crappie,Late Summer,Hot (76-85F),Stained,After Rain,Evening,Lake,Jig/minnow combo (glide-drag) & Inline spinner (roll-hop),Chartreuse & Pink & Glow & Orange,Timber-filled ledge bases,6-9 feet
Crappie,Late Summer,Warm (66-75F),Murky,Sunny,Morning,Lake,Swimbait (pause-roll) & Hair jig (drag-lift),Chartreuse & Orange & Glow & White,Muddy drop-offs & Flooded timber,6-10 feet
Crappie,Late Summer,Warm (66-75F),Murky,Sunny,Afternoon,Lake,Tube jig (lift-drag) & Jig/minnow combo (hover),Electric chicken & Glow & Chartreuse & Pink,Weed-covered flats near channels,8-11 feet
Crappie,Late Summer,Warm (66-75F),Murky,Sunny,Evening,Lake,Inline spinner (steady) & Curl tail grub (hop),Firetiger & Chartreuse & Glow & Silver,Fallen trees near brush edges,6-9 feet
Crappie,Late Summer,Warm (66-75F),Murky,Cloudy,Morning,Lake,Hair jig (pause-drop) & Swimbait (drag-roll),Orange & Glow & Chartreuse & White,Stained grass lines & Stump zones,7-10 feet
Crappie,Late Summer,Warm (66-75F),Murky,Cloudy,Afternoon,Lake,Vertical jig (glide-hop) & Marabou jig (pulse),Chartreuse & White & Glow & Firetiger,Near flooded trees & Dropback pockets,8-11 feet
